Grant.Status,Sponsor.Code,Grant.Category.Code,Contract.Value.Band...see.note.A,RFCD.Code.1,RFCD.Percentage.1,RFCD.Code.2,RFCD.Percentage.2,RFCD.Code.3,RFCD.Percentage.3,RFCD.Code.4,RFCD.Percentage.4,RFCD.Code.5,RFCD.Percentage.5,SEO.Code.1,SEO.Percentage.1,SEO.Code.2,SEO.Percentage.2,SEO.Code.3,SEO.Percentage.3,SEO.Code.4,SEO.Percentage.4,SEO.Code.5,SEO.Percentage.5,Person.ID.1,Role.1,Year.of.Birth.1,Country.of.Birth.1,Dept.No..1,Faculty.No..1,With.PHD.1,No..of.Years.in.Uni.at.Time.of.Grant.1,Number.of.Successful.Grant.1,Number.of.Unsuccessful.Grant.1,A..1,A.1,B.1,C.1
1,2.0,1.0,6.0,360101.0,60.0,400101.0,30.0,400104.0,10.0,0.0,0.0,0.0,0.0,750602.0,60.0,751004.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,28682.0,1,1975.0,7.0,828.0,7.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0
0,0.0,0.0,1.0,380103.0,35.0,370302.0,35.0,321022.0,30.0,0.0,0.0,0.0,0.0,780107.0,50.0,780108.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,67622.0,1,1945.0,4.0,803.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
0,59.0,1.0,0.0,280100.0,40.0,291000.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,700103.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115417.0,1,1965.0,1.0,2253.0,19.0,1.0,4.0,0.0,1.0,0.0,4.0,4.0,0.0
0,0.0,0.0,0.0,321005.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730116.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19362.0,1,1955.0,7.0,2893.0,25.0,0.0,4.0,0.0,1.0,0.0,2.0,3.0,0.0
1,2.0,1.0,0.0,390301.0,50.0,390302.0,30.0,390304.0,20.0,0.0,0.0,0.0,0.0,750503.0,80.0,730219.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,73737.0,1,1950.0,7.0,828.0,7.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0
1,2.0,1.0,8.0,350301.0,50.0,350302.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,710401.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69952.0,1,1960.0,7.0,1578.0,13.0,1.0,5.0,0.0,0.0,2.0,8.0,6.0,0.0
1,40.0,3.0,2.0,320503.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730199.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74932.0,1,1960.0,0.0,2668.0,25.0,1.0,5.0,0.0,0.0,2.0,3.0,6.0,0.0
0,157.0,3.0,0.0,300399.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770503.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26857.0,1,1965.0,7.0,1033.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,62.0,2.0,0.0,320702.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,80.0,730211.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,79427.0,2,1960.0,7.0,2498.0,25.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0
1,4.0,1.0,0.0,270106.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730092.0,1,1975.0,0.0,2653.0,25.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1,21.0,4.0,0.0,290102.0,50.0,240501.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,670105.0,50.0,670106.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,7947.0,1,1960.0,9.0,3048.0,31.0,1.0,3.0,0.0,0.0,9.0,4.0,2.0,2.0
0,0.0,0.0,0.0,270103.0,25.0,270105.0,25.0,320702.0,50.0,0.0,0.0,0.0,0.0,730108.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38697.0,1,1960.0,7.0,2778.0,25.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0
0,143.0,3.0,0.0,270208.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34737.0,1,1970.0,4.0,2603.0,25.0,1.0,1.0,1.0,5.0,1.0,6.0,6.0,1.0
1,4.0,1.0,0.0,321015.0,80.0,329903.0,10.0,320503.0,10.0,0.0,0.0,0.0,0.0,730108.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27757.0,1,1960.0,7.0,2813.0,25.0,0.0,3.0,2.0,0.0,8.0,5.0,4.0,0.0
1,2.0,1.0,0.0,340207.0,60.0,340210.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,720299.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,1,1970.0,0.0,1678.0,13.0,1.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0
1,4.0,1.0,0.0,321202.0,50.0,321206.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730299.0,40.0,730212.0,30.0,730307.0,10.0,730213.0,10.0,730101.0,10.0,726602.0,1,1970.0,0.0,2523.0,25.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,9.0,1.0,0.0,260107.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80187.0,1,1945.0,7.0,3123.0,31.0,0.0,1.0,0.0,1.0,2.0,6.0,9.0,2.0
0,0.0,0.0,0.0,321004.0,50.0,321202.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730114.0,50.0,730203.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,84627.0,1,1960.0,7.0,2973.0,25.0,1.0,4.0,0.0,1.0,8.0,5.0,0.0,3.0
0,24.0,3.0,0.0,320702.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73882.0,1,1960.0,0.0,2713.0,25.0,0.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0
0,4.0,1.0,0.0,270106.0,80.0,270602.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,730105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118747.0,1,1980.0,7.0,2713.0,25.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0
1,126.0,1.0,2.0,270504.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620204.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85642.0,1,1955.0,7.0,3258.0,31.0,1.0,4.0,1.0,5.0,16.0,21.0,24.0,6.0
1,4.0,1.0,5.0,320403.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730101.0,50.0,730118.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,69262.0,1,1960.0,7.0,2653.0,25.0,1.0,5.0,1.0,0.0,7.0,5.0,7.0,7.0
1,4.0,1.0,0.0,270199.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780105.0,50.0,730104.0,20.0,730107.0,20.0,730215.0,10.0,0.0,0.0,80377.0,1,1945.0,7.0,3258.0,31.0,1.0,2.0,3.0,1.0,4.0,4.0,6.0,1.0
1,149.0,3.0,1.0,321208.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730219.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18377.0,1,1960.0,7.0,2923.0,25.0,1.0,3.0,1.0,0.0,1.0,0.0,6.0,0.0
0,0.0,0.0,0.0,321015.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148087.0,1,1950.0,7.0,2653.0,25.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0
1,2.0,1.0,6.0,320705.0,40.0,320702.0,30.0,321016.0,30.0,0.0,0.0,0.0,0.0,730111.0,50.0,730104.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,67282.0,1,1965.0,7.0,2578.0,25.0,1.0,3.0,0.0,2.0,4.0,3.0,4.0,3.0
0,0.0,0.0,6.0,320405.0,70.0,320202.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,730101.0,40.0,730116.0,40.0,730204.0,20.0,0.0,0.0,0.0,0.0,77112.0,1,1960.0,0.0,2763.0,25.0,1.0,4.0,1.0,1.0,12.0,10.0,5.0,0.0
0,89.0,3.0,0.0,320207.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730102.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12957.0,1,1965.0,0.0,2603.0,25.0,1.0,3.0,1.0,6.0,10.0,6.0,8.0,1.0
0,24.0,3.0,1.0,310101.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680299.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22792.0,1,1955.0,7.0,3508.0,4.0,1.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0
1,2.0,1.0,4.0,260602.0,60.0,260601.0,30.0,260502.0,10.0,0.0,0.0,0.0,0.0,770101.0,60.0,770102.0,20.0,760101.0,20.0,0.0,0.0,0.0,0.0,612.0,3,1960.0,7.0,3123.0,31.0,1.0,5.0,0.0,1.0,7.0,1.0,2.0,0.0
1,53.0,3.0,1.0,320202.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12957.0,1,1965.0,0.0,2603.0,25.0,1.0,3.0,1.0,6.0,10.0,6.0,8.0,1.0
0,40.0,2.0,0.0,320701.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730106.0,50.0,730105.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,78752.0,1,1955.0,1.0,2713.0,25.0,1.0,5.0,1.0,1.0,6.0,5.0,2.0,0.0
1,0.0,0.0,9.0,310103.0,60.0,360299.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,690499.0,60.0,750605.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,81067.0,1,1940.0,7.0,3508.0,4.0,0.0,2.0,1.0,1.0,1.0,5.0,0.0,2.0
0,0.0,0.0,0.0,321015.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148087.0,1,1950.0,7.0,2653.0,25.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0
0,4.0,7.0,0.0,380103.0,45.0,321206.0,45.0,320702.0,10.0,0.0,0.0,0.0,0.0,730213.0,60.0,730217.0,20.0,730306.0,20.0,0.0,0.0,0.0,0.0,26107.0,1,1970.0,7.0,2558.0,25.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,0.0
0,0.0,0.0,0.0,290801.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680503.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73017.0,1,1960.0,3.0,2103.0,19.0,1.0,5.0,0.0,2.0,4.0,1.0,3.0,3.0
1,47.0,2.0,1.0,250200.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780103.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492057.0,1,1965.0,9.0,3048.0,31.0,1.0,4.0,1.0,2.0,0.0,0.0,12.0,4.0
1,4.0,1.0,6.0,320701.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,50.0,730113.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,80502.0,1,1950.0,7.0,2578.0,25.0,1.0,3.0,0.0,0.0,0.0,2.0,3.0,1.0
0,94.0,2.0,0.0,321004.0,50.0,321202.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730114.0,50.0,730203.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,64277.0,1,1950.0,7.0,2973.0,25.0,1.0,5.0,0.0,0.0,17.0,9.0,2.0,4.0
1,4.0,1.0,0.0,320700.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,50.0,730200.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,783297.0,1,1975.0,0.0,2538.0,25.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,2.0,1.0,0.0,330104.0,60.0,330109.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,749906.0,60.0,740401.0,20.0,740301.0,20.0,0.0,0.0,0.0,0.0,393152.0,1,1940.0,7.0,2298.0,46.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,24.0,3.0,0.0,321204.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,40.0,730207.0,30.0,750311.0,30.0,0.0,0.0,0.0,0.0,65712.0,1,1950.0,1.0,2523.0,25.0,0.0,2.0,0.0,1.0,0.0,2.0,4.0,2.0
0,0.0,0.0,0.0,320702.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40947.0,1,1965.0,7.0,2653.0,25.0,1.0,4.0,0.0,2.0,3.0,2.0,0.0,1.0
0,97.0,3.0,1.0,321019.0,50.0,321024.0,40.0,321210.0,10.0,0.0,0.0,0.0,0.0,730399.0,80.0,730104.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,93802.0,1,1970.0,7.0,2563.0,25.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,13.0
0,160.0,3.0,0.0,321006.0,50.0,321027.0,25.0,329999.0,25.0,0.0,0.0,0.0,0.0,730110.0,50.0,730113.0,25.0,730303.0,25.0,0.0,0.0,0.0,0.0,6712.0,1,1950.0,7.0,2563.0,25.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0,62.0,2.0,0.0,321201.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730208.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34177.0,1,1960.0,4.0,2523.0,25.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,10.0
1,172.0,3.0,1.0,270106.0,30.0,270201.0,50.0,270105.0,20.0,0.0,0.0,0.0,0.0,730108.0,80.0,730113.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,107667.0,1,1955.0,7.0,2778.0,25.0,0.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0
0,40.0,2.0,3.0,321028.0,50.0,321003.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,50.0,730114.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,86302.0,1,1970.0,7.0,2763.0,25.0,1.0,4.0,0.0,5.0,1.0,0.0,0.0,0.0
1,51.0,7.0,0.0,240499.0,80.0,270199.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,671401.0,60.0,780102.0,30.0,730103.0,10.0,0.0,0.0,0.0,0.0,500137.0,1,1975.0,4.0,3198.0,31.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
0,0.0,0.0,0.0,270603.0,40.0,321003.0,30.0,321004.0,30.0,0.0,0.0,0.0,0.0,730204.0,40.0,730215.0,30.0,730105.0,30.0,0.0,0.0,0.0,0.0,1797.0,1,1960.0,4.0,2678.0,25.0,1.0,3.0,2.0,7.0,0.0,8.0,4.0,0.0
0,0.0,0.0,1.0,270208.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34737.0,1,1970.0,4.0,2603.0,25.0,1.0,1.0,1.0,5.0,1.0,6.0,6.0,1.0
0,4.0,1.0,0.0,320502.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730106.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122392.0,1,1975.0,7.0,2813.0,25.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
1,4.0,1.0,0.0,270103.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730102.0,80.0,730108.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,30772.0,1,1970.0,7.0,2603.0,25.0,0.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0
1,4.0,1.0,0.0,300508.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730101.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63962.0,1,1950.0,7.0,1258.0,34.0,1.0,2.0,2.0,0.0,1.0,16.0,7.0,3.0
1,167.0,10.0,0.0,380299.0,51.0,380204.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,751099.0,70.0,751005.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,145057.0,1,1965.0,7.0,593.0,7.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1.0,0.0,339999.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659999.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25947.0,1,1960.0,7.0,1038.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,34.0,8.0,1.0,270304.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730101.0,50.0,730102.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,46377.0,1,1970.0,7.0,2763.0,25.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
1,2.0,1.0,0.0,259904.0,80.0,250203.0,10.0,250201.0,10.0,0.0,0.0,0.0,0.0,780103.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15162.0,1,1965.0,7.0,3048.0,31.0,1.0,4.0,0.0,0.0,22.0,2.0,2.0,1.0
1,34.0,8.0,1.0,260502.0,20.0,270701.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,770703.0,30.0,770704.0,50.0,770702.0,20.0,0.0,0.0,0.0,0.0,4702.0,1,1960.0,7.0,1033.0,1.0,1.0,3.0,0.0,1.0,8.0,7.0,6.0,0.0
1,149.0,3.0,1.0,321099.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730201.0,60.0,730205.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,147722.0,1,1970.0,0.0,2923.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
0,135.0,6.0,0.0,250103.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780103.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89472.0,1,1970.0,7.0,3048.0,31.0,1.0,4.0,1.0,1.0,15.0,1.0,3.0,0.0
1,4.0,1.0,5.0,320701.0,60.0,321006.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,730113.0,70.0,730104.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,72317.0,1,1950.0,0.0,2678.0,25.0,1.0,5.0,1.0,0.0,7.0,4.0,4.0,0.0
1,33.0,7.0,3.0,260501.0,30.0,260502.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,770802.0,30.0,770702.0,30.0,780104.0,40.0,0.0,0.0,0.0,0.0,917.0,1,1960.0,7.0,3123.0,31.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1,21.0,4.0,0.0,270306.0,50.0,300102.0,30.0,270708.0,20.0,0.0,0.0,0.0,0.0,770806.0,60.0,770805.0,20.0,760104.0,20.0,0.0,0.0,0.0,0.0,71442.0,1,1965.0,7.0,1098.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,3.0,1.0
0,143.0,3.0,0.0,440205.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749999.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67412.0,1,1960.0,9.0,548.0,7.0,1.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0
1,148.0,3.0,1.0,270603.0,50.0,321004.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78817.0,1,1950.0,1.0,2713.0,25.0,1.0,2.0,2.0,0.0,4.0,8.0,6.0,2.0
1,51.0,2.0,0.0,240301.0,60.0,240303.0,20.0,240402.0,20.0,0.0,0.0,0.0,0.0,780102.0,60.0,671401.0,20.0,720599.0,20.0,0.0,0.0,0.0,0.0,4302.0,1,1965.0,7.0,3198.0,31.0,1.0,5.0,1.0,1.0,2.0,7.0,6.0,3.0
1,36.0,1.0,0.0,270203.0,50.0,300204.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,630502.0,50.0,620501.0,40.0,780105.0,10.0,0.0,0.0,0.0,0.0,500157.0,2,1970.0,7.0,3258.0,31.0,1.0,4.0,0.0,0.0,9.0,0.0,1.0,0.0
1,40.0,3.0,1.0,270603.0,50.0,321004.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730106.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1797.0,1,1960.0,4.0,2678.0,25.0,1.0,3.0,2.0,7.0,0.0,8.0,4.0,0.0
0,21.0,4.0,0.0,280104.0,70.0,321499.0,20.0,289999.0,10.0,0.0,0.0,0.0,0.0,700399.0,55.0,750204.0,40.0,750203.0,5.0,0.0,0.0,0.0,0.0,77887.0,1,1965.0,7.0,3073.0,31.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0
0,4.0,7.0,0.0,321299.0,80.0,321202.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,730210.0,20.0,730218.0,10.0,730299.0,70.0,0.0,0.0,0.0,0.0,20122.0,1,1965.0,0.0,2523.0,25.0,1.0,4.0,0.0,1.0,0.0,7.0,2.0,1.0
0,4.0,1.0,7.0,250105.0,50.0,320200.0,25.0,300504.0,25.0,0.0,0.0,0.0,0.0,730102.0,50.0,730101.0,30.0,730103.0,20.0,0.0,0.0,0.0,0.0,12957.0,1,1965.0,0.0,2603.0,25.0,1.0,3.0,1.0,6.0,10.0,6.0,8.0,1.0
1,29.0,2.0,1.0,321004.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86672.0,1,1975.0,7.0,2713.0,25.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
1,34.0,8.0,1.0,270708.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771006.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68472.0,2,1955.0,7.0,1033.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,7.0,0.0
0,87.0,6.0,0.0,329903.0,50.0,270106.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730107.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9227.0,1,1970.0,7.0,1258.0,34.0,1.0,4.0,0.0,3.0,0.0,2.0,3.0,3.0
1,2.0,1.0,0.0,280210.0,40.0,280209.0,30.0,270502.0,30.0,0.0,0.0,0.0,0.0,700103.0,40.0,671299.0,30.0,780105.0,30.0,0.0,0.0,0.0,0.0,28342.0,1,1960.0,7.0,2153.0,19.0,1.0,1.0,1.0,0.0,0.0,3.0,5.0,0.0
0,33.0,7.0,0.0,269901.0,80.0,260502.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,770802.0,70.0,770805.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,74142.0,1,1970.0,7.0,2103.0,19.0,1.0,3.0,0.0,3.0,1.0,0.0,4.0,0.0
0,89.0,3.0,0.0,321016.0,50.0,320705.0,40.0,320702.0,10.0,0.0,0.0,0.0,0.0,730111.0,50.0,730104.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,67282.0,1,1965.0,7.0,2578.0,25.0,1.0,3.0,0.0,2.0,4.0,3.0,4.0,3.0
0,24.0,3.0,0.0,320702.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55437.0,1,1940.0,0.0,2668.0,25.0,1.0,1.0,0.0,4.0,4.0,0.0,1.0,1.0
1,2.0,1.0,3.0,321025.0,40.0,410199.0,40.0,321216.0,20.0,0.0,0.0,0.0,0.0,730303.0,40.0,730217.0,40.0,730111.0,20.0,0.0,0.0,0.0,0.0,79562.0,1,1955.0,7.0,2883.0,25.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,12.0
0,4.0,7.0,0.0,321021.0,50.0,321204.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,50.0,730219.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,84622.0,1,1955.0,7.0,2973.0,25.0,0.0,4.0,0.0,3.0,8.0,6.0,1.0,2.0
0,0.0,0.0,3.0,321015.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17342.0,1,1960.0,7.0,2828.0,25.0,1.0,4.0,0.0,7.0,2.0,13.0,13.0,3.0
1,2.0,1.0,5.0,390305.0,40.0,390499.0,40.0,360299.0,20.0,0.0,0.0,0.0,0.0,750502.0,40.0,750504.0,40.0,750699.0,20.0,0.0,0.0,0.0,0.0,26887.0,1,1970.0,7.0,3658.0,22.0,1.0,4.0,2.0,0.0,2.0,4.0,2.0,1.0
1,95.0,3.0,1.0,321206.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730213.0,50.0,730110.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,649042.0,1,1975.0,7.0,2523.0,25.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
0,2.0,1.0,0.0,390111.0,50.0,390303.0,30.0,360104.0,20.0,0.0,0.0,0.0,0.0,750599.0,50.0,750701.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,8667.0,1,1965.0,7.0,3658.0,22.0,1.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0
1,2.0,1.0,3.0,380399.0,90.0,380102.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,780108.0,90.0,730104.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,99052.0,1,1970.0,7.0,3273.0,31.0,1.0,4.0,1.0,0.0,7.0,1.0,2.0,0.0
0,2.0,1.0,0.0,410101.0,80.0,430108.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,750201.0,80.0,750802.0,10.0,750902.0,10.0,0.0,0.0,0.0,0.0,67182.0,1,1940.0,7.0,3708.0,10.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0
1,2.0,1.0,10.0,291702.0,50.0,240203.0,30.0,240402.0,20.0,0.0,0.0,0.0,0.0,700103.0,40.0,671201.0,30.0,610199.0,30.0,0.0,0.0,0.0,0.0,135457.0,1,1975.0,1.0,3198.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0
